,0
3608,Gm18_15177762
3609,Gm18_15191335
3610,Gm18_15208943
3611,Gm18_15266662
3612,Gm18_15284835
3613,Gm18_15326977
3614,Gm18_15343052
3615,Gm18_15354318
3616,Gm18_15386144
3617,Gm18_15408943
3618,Gm18_15420462
3619,Gm18_15488612
3620,Gm18_15533137
3621,Gm18_15557817
3622,Gm18_15569153
3623,Gm18_15580460
3624,Gm18_15593960
3625,Gm18_15612775
3626,Gm18_15623520
3627,Gm18_15668043
3628,Gm18_15680487
3629,Gm18_15776981
3630,Gm18_15847800
3631,Gm18_15913849
3632,Gm18_15995451
3633,Gm18_16026105
3634,Gm18_16075069
3635,Gm18_16103327
3636,Gm18_16114780
3637,Gm18_16142782
3638,Gm18_16152840
3639,Gm18_16167743
3640,Gm18_16191279
3641,Gm18_16216224
3642,Gm18_16230686
3643,Gm18_16244389
3644,Gm18_16256835
3645,Gm18_16274036
3646,Gm18_16306831
3647,Gm18_16320857
3648,Gm18_16340518
3649,Gm18_16365607
3650,Gm18_16380010
3651,Gm18_16395382
3652,Gm18_16421283
3653,Gm18_16439923
3654,Gm18_16449642
3655,Gm18_16481927
3656,Gm18_16521205
3657,Gm18_16586071
3658,Gm18_16633372
3659,Gm18_16658085
3660,Gm18_16678274
3661,Gm18_16719537
3662,Gm18_16733887
3663,Gm18_18437746
3664,Gm18_18473355
3665,Gm18_18487179
3666,Gm18_18527248
3667,Gm18_18553333
3668,Gm18_18571610
3669,Gm18_18583412
3670,Gm18_18602196
3671,Gm18_18622976
3672,Gm18_18633062
3673,Gm18_18654703
3674,Gm18_18698525
3675,Gm18_18709791
3676,Gm18_18735817
3677,Gm18_18749434
3678,Gm18_18834101
3679,Gm18_18922012
3680,Gm18_18964527
3681,Gm18_18985363
3682,Gm18_18995086
3683,Gm18_19116417
3684,Gm18_19130106
3685,Gm18_19158012
3686,Gm18_19237557
3687,Gm18_19252445
3688,Gm18_19272009
3689,Gm18_19334585
3690,Gm18_19349124
3691,Gm18_19363464
3692,Gm18_19384161
3693,Gm18_19413586
3694,Gm18_19432443
3695,Gm18_19443534
3696,Gm18_19453490
3697,Gm18_19465192
3698,Gm18_19476682
3699,Gm18_19486641
3700,Gm18_19499080
3701,Gm18_19514829
3702,Gm18_19530316
3703,Gm18_19541377
3704,Gm18_19568362
3705,Gm18_19578353
3706,Gm18_19615508
3707,Gm18_19629128
3708,Gm18_19646444
3709,Gm18_19679265
3710,Gm18_19852293
3711,Gm18_19889436
3712,Gm18_19900862
3713,Gm18_19915345
3714,Gm18_19940770
3715,Gm18_19954699
3716,Gm18_20003792
3717,Gm18_20020365
3718,Gm18_20111107
3719,Gm18_20143280
3720,Gm18_20188278
3721,Gm18_20199194
3722,Gm18_20229473
3723,Gm18_20243427
3724,Gm18_20267662
3725,Gm18_20279105
3726,Gm18_20293998
3727,Gm18_20332005
3728,Gm18_20347956
3729,Gm18_20365339
3730,Gm18_20377627
3731,Gm18_20399749
3732,Gm18_20415285
3733,Gm18_20428824
3734,Gm18_20441154
3735,Gm18_20482376
3736,Gm18_20505233
3737,Gm18_20529329
3738,Gm18_20546747
3739,Gm18_20560821
3740,Gm18_20581206
3741,Gm18_20621940
3742,Gm18_20653196
3743,Gm18_20666033
3744,Gm18_20677307
3745,Gm18_20693696
3746,Gm18_20716568
3747,Gm18_20760228
3748,Gm18_20785845
3749,Gm18_20807357
3750,Gm18_21121230
3751,Gm18_21677373
3752,Gm18_23615039
3753,Gm18_23951965
3754,Gm18_24296904
3755,Gm18_29384263
3756,Gm18_30813620
3757,Gm18_32973675
3758,Gm18_33370738
3759,Gm18_33782002
3760,Gm18_34884211
3761,Gm18_36649797
3762,Gm18_36767527
3763,Gm18_38907626
3764,Gm18_43498092
3765,Gm18_43601796
3766,Gm18_45267869
3767,Gm18_45858367
3768,Gm18_45877844
3769,Gm18_47941757
3770,Gm18_48296612
3771,Gm18_51135524
3772,Gm18_51149041
3773,Gm18_51173785
3774,Gm18_51190393
3775,Gm18_51235448
3776,Gm18_51246674
3777,Gm18_51351103
3778,Gm18_51403980
3779,Gm18_51441898
3780,Gm18_51460868
3781,Gm18_51524518
3782,Gm18_51543061
3783,Gm18_51554371
3784,Gm18_51590916
3785,Gm18_51622085
3786,Gm18_51658505
3787,Gm18_52065115
3788,Gm18_52443615
3789,Gm18_52609152
3790,Gm18_52623564
3791,Gm18_52641505
3792,Gm18_52651555
3793,Gm18_52666939
3794,Gm18_52683117
3795,Gm18_52715192
3796,Gm18_52729331
3797,Gm18_52740409
3798,Gm18_52756114
3799,Gm18_52771179
3800,Gm18_52802439
3801,Gm18_52824915
3802,Gm18_52907226
3803,Gm18_52921271
3804,Gm18_52933162
3805,Gm18_52960029
3806,Gm18_52978164
3807,Gm18_53051238
3808,Gm18_53065227
3809,Gm18_53103401
3810,Gm18_53147179
3811,Gm18_53190581
3812,Gm18_53229160
3813,Gm18_53270018
3814,Gm18_53283072
3815,Gm18_53295419
3816,Gm18_53348742
3817,Gm18_53370190
3818,Gm18_53390957
3819,Gm18_53442149
3820,Gm18_53490172
3821,Gm18_53530446
3822,Gm18_54005318
3823,Gm18_54230950
3824,Gm18_55619902
3825,Gm18_57370051
3826,Gm18_58000195
3827,Gm18_58164212
3828,Gm18_58823803
3829,Gm18_58929212
3830,Gm18_59175174
3831,Gm18_59588751
3832,Gm18_59757800
3833,Gm18_60309238
3834,Gm18_60631055
3835,Gm19_839611
3836,Gm19_844076
3837,Gm19_845584
3838,Gm19_849532
3839,Gm19_851638
3840,Gm19_854926
3841,Gm19_857416
3842,Gm19_879419
3843,Gm19_885858
3844,Gm19_887764
3845,Gm19_893401
3846,Gm19_894939
3847,Gm19_897278
3848,Gm19_900580
3849,Gm19_902167
3850,Gm19_904865
3851,Gm19_909820
3852,Gm19_914743
3853,Gm19_916232
3854,Gm19_919634
3855,Gm19_920995
3856,Gm19_922819
3857,Gm19_924712
3858,Gm19_927666
3859,Gm19_1017355
3860,Gm19_1021867
3861,Gm19_1027933
3862,Gm19_1032318
3863,Gm19_1035109
3864,Gm19_1042301
3865,Gm19_1046913
3866,Gm19_1049453
3867,Gm19_1064303
3868,Gm19_1070344
3869,Gm19_1073248
3870,Gm19_1085668
3871,Gm19_1097320
3872,Gm19_1100562
3873,Gm19_1102736
3874,Gm19_1104196
3875,Gm19_1105982
3876,Gm19_1108197
3877,Gm19_1112511
3878,Gm19_1113964
3879,Gm19_1115189
3880,Gm19_1121049
3881,Gm19_1124862
3882,Gm19_1128167
3883,Gm19_1130245
3884,Gm19_1144055
3885,Gm19_1146602
3886,Gm19_1151176
3887,Gm19_1233408
3888,Gm19_1250010
3889,Gm19_1253203
3890,Gm19_1254673
3891,Gm19_1492413
3892,Gm19_1496625
3893,Gm19_1499331
3894,Gm19_1504626
3895,Gm19_1510778
3896,Gm19_1539347
3897,Gm19_1543689
3898,Gm19_1564028
3899,Gm19_1578115
3900,Gm19_1586092
3901,Gm19_1587494
3902,Gm19_1589676
3903,Gm19_1598761
3904,Gm19_1600020
3905,Gm19_1606251
3906,Gm19_1610178
3907,Gm19_1614749
3908,Gm19_1617100
3909,Gm19_1619465
3910,Gm19_1623776
3911,Gm19_1628094
3912,Gm19_1632353
3913,Gm19_1635254
3914,Gm19_1649313
3915,Gm19_1654964
3916,Gm19_1656913
3917,Gm19_1678395
3918,Gm19_1679756
3919,Gm19_1683090
3920,Gm19_1693133
3921,Gm19_1745791
3922,Gm19_1773881
3923,Gm19_1813813
3924,Gm19_1991181
3925,Gm19_2068123
3926,Gm19_2083595
3927,Gm19_3260342
3928,Gm19_8267572
3929,Gm19_8296940
3930,Gm19_8331525
3931,Gm19_8890314
3932,Gm19_12002408
3933,Gm19_27288411
3934,Gm19_30894325
3935,Gm19_31161597
3936,Gm19_37566233
3937,Gm19_37581409
3938,Gm19_37589293
3939,Gm19_37602027
3940,Gm19_37622503
3941,Gm19_37629403
3942,Gm19_37633652
3943,Gm19_37639499
3944,Gm19_37651909
3945,Gm19_37661134
3946,Gm19_37666497
3947,Gm19_37675235
3948,Gm19_37677665
3949,Gm19_37681698
3950,Gm19_37686589
3951,Gm19_37688673
3952,Gm19_37692015
3953,Gm19_37693749
3954,Gm19_37696189
3955,Gm19_37704430
3956,Gm19_37706677
3957,Gm19_37722286
3958,Gm19_37729830
3959,Gm19_37731306
3960,Gm19_37733261
3961,Gm19_37734770
3962,Gm19_37743815
3963,Gm19_37752057
3964,Gm19_37835040
3965,Gm19_37837287
3966,Gm19_37838632
3967,Gm19_37840776
3968,Gm19_37843741
3969,Gm19_37845619
3970,Gm19_37862215
3971,Gm19_37865224
3972,Gm19_37869642
3973,Gm19_37874629
3974,Gm19_37877657
3975,Gm19_37879137
3976,Gm19_37881455
3977,Gm19_37885060
3978,Gm19_37893995
3979,Gm19_37896782
3980,Gm19_37898484
3981,Gm19_37906804
3982,Gm19_37908072
3983,Gm19_37909998
3984,Gm19_37911267
3985,Gm19_37921556
3986,Gm19_37928022
3987,Gm19_37934282
3988,Gm19_37939911
3989,Gm19_37942302
3990,Gm19_37946237
3991,Gm19_37947651
3992,Gm19_37952953
3993,Gm19_37955090
3994,Gm19_37969483
3995,Gm19_37973337
3996,Gm19_37981215
3997,Gm19_37983614
3998,Gm19_37992962
3999,Gm19_38000157
4000,Gm19_38014064
4001,Gm19_38053249
4002,Gm19_38055215
4003,Gm19_38058747
4004,Gm19_38060922
4005,Gm19_38065095
4006,Gm19_38070610
4007,Gm19_38071953
4008,Gm19_38075963
4009,Gm19_38079464
4010,Gm19_38118134
4011,Gm19_38120594
4012,Gm19_38133793
4013,Gm19_38142266
4014,Gm19_38146861
4015,Gm19_38149246
4016,Gm19_38150842
4017,Gm19_38153091
4018,Gm19_38160015
4019,Gm19_38194240
4020,Gm19_38204041
4021,Gm19_38209841
4022,Gm19_38229682
4023,Gm19_38233645
4024,Gm19_38234885
4025,Gm19_38237718
4026,Gm19_38239589
4027,Gm19_38243280
4028,Gm19_38252358
4029,Gm19_38457940
4030,Gm19_38511659
4031,Gm19_38983978
4032,Gm19_39599434
4033,Gm19_39622724
4034,Gm19_39711144
4035,Gm19_40068456
4036,Gm19_40407788
4037,Gm19_40426845
4038,Gm19_40450621
4039,Gm19_40452234
4040,Gm19_40455997
4041,Gm19_40462548
4042,Gm19_40467908
4043,Gm19_40473170
4044,Gm19_40478011
4045,Gm19_40482710
4046,Gm19_40484342
4047,Gm19_40488471
4048,Gm19_40492483
4049,Gm19_40493778
4050,Gm19_40496172
4051,Gm19_40497700
4052,Gm19_40500381
4053,Gm19_40502499
4054,Gm19_40507937
4055,Gm19_40512939
4056,Gm19_40518749
4057,Gm19_40525032
4058,Gm19_40535642
4059,Gm19_40537780
4060,Gm19_40543402
4061,Gm19_40559993
4062,Gm19_40568809
4063,Gm19_40571102
4064,Gm19_40729055
4065,Gm19_40740547
4066,Gm19_40774629
4067,Gm19_41185041
4068,Gm19_41191157
4069,Gm19_41346474
4070,Gm19_41558271
4071,Gm19_41699897
4072,Gm19_41727752
4073,Gm19_41915076
4074,Gm19_42102616
4075,Gm19_42107028
4076,Gm19_42115144
4077,Gm19_42129443
4078,Gm19_42137460
4079,Gm19_42245776
4080,Gm19_42253248
4081,Gm19_42270302
4082,Gm20_515466
4083,Gm20_517314
4084,Gm20_541891
4085,Gm20_564800
4086,Gm20_571329
4087,Gm20_574382
4088,Gm20_576015
4089,Gm20_613491
4090,Gm20_618153
4091,Gm20_618779
4092,Gm20_619228
4093,Gm20_619634
4094,Gm20_623452
4095,Gm20_626871
4096,Gm20_627618
4097,Gm20_630332
4098,Gm20_631447
4099,Gm20_644513
4100,Gm20_799891
4101,Gm20_875053
4102,Gm20_879196
4103,Gm20_880787
4104,Gm20_881864
4105,Gm20_882906
4106,Gm20_884877
4107,Gm20_886232
4108,Gm20_887049
4109,Gm20_894798
4110,Gm20_900086
4111,Gm20_900544
4112,Gm20_901362
4113,Gm20_906541
4114,Gm20_921740
4115,Gm20_928167
4116,Gm20_931354
4117,Gm20_931958
4118,Gm20_933597
4119,Gm20_934413
4120,Gm20_938569
4121,Gm20_938951
4122,Gm20_939770
4123,Gm20_963903
4124,Gm20_970849
4125,Gm20_974120
4126,Gm20_976593
4127,Gm20_978215
4128,Gm20_980791
4129,Gm20_981755
4130,Gm20_989524
4131,Gm20_993796
4132,Gm20_995344
4133,Gm20_998415
4134,Gm20_1129899
4135,Gm20_1133708
4136,Gm20_1167472
4137,Gm20_1178406
4138,Gm20_1179685
4139,Gm20_1183040
4140,Gm20_1184261
4141,Gm20_1185998
4142,Gm20_1190230
4143,Gm20_1199319
4144,Gm20_1201763
4145,Gm20_1202532
4146,Gm20_1204173
4147,Gm20_1210816
4148,Gm20_1212654
4149,Gm20_1218606
4150,Gm20_1219464
4151,Gm20_1221203
4152,Gm20_1222668
4153,Gm20_1223053
4154,Gm20_1224378
4155,Gm20_1224987
4156,Gm20_1226118
4157,Gm20_1231488
4158,Gm20_1233559
4159,Gm20_1235366
4160,Gm20_1243411
4161,Gm20_1247999
4162,Gm20_1251928
4163,Gm20_1252629
4164,Gm20_1259046
4165,Gm20_1262786
4166,Gm20_1265455
4167,Gm20_1268311
4168,Gm20_1269335
4169,Gm20_1270916
4170,Gm20_1277593
4171,Gm20_1278331
4172,Gm20_1281433
4173,Gm20_1285779
4174,Gm20_1290279
4175,Gm20_1312298
4176,Gm20_1314168
4177,Gm20_1314591
4178,Gm20_1318237
4179,Gm20_1319097
4180,Gm20_1320528
4181,Gm20_1320989
4182,Gm20_1325805
4183,Gm20_1683946
4184,Gm20_1685464
4185,Gm20_1688110
4186,Gm20_1699314
4187,Gm20_1712185
4188,Gm20_1712890
4189,Gm20_1727004
4190,Gm20_1730695
4191,Gm20_1731550
4192,Gm20_1733972
4193,Gm20_1981571
4194,Gm20_2047870
4195,Gm20_2055434
4196,Gm20_2136083
4197,Gm20_2137645
4198,Gm20_2150273
4199,Gm20_2154819
4200,Gm20_2155722
4201,Gm20_2232996
4202,Gm20_2302072
4203,Gm20_2302826
4204,Gm20_2310283
4205,Gm20_2311260
4206,Gm20_2312701
4207,Gm20_2314373
4208,Gm20_2325889
4209,Gm20_2335396
4210,Gm20_2336786
4211,Gm20_2340391
4212,Gm20_2349242
4213,Gm20_2350227
4214,Gm20_2350656
4215,Gm20_2351679
4216,Gm20_2352356
4217,Gm20_2442765
4218,Gm20_2498609
4219,Gm20_2499205
4220,Gm20_2787901
4221,Gm20_2789255
4222,Gm20_2789719
4223,Gm20_2793374
4224,Gm20_2794216
4225,Gm20_2794727
4226,Gm20_2796386
4227,Gm20_2804571
4228,Gm20_2820600
4229,Gm20_2823195
4230,Gm20_2825027
4231,Gm20_2830913
4232,Gm20_2831580
4233,Gm20_2832538
4234,Gm20_11725034
4235,Gm20_25425331
4236,Gm20_29976653
4237,Gm20_42993516
4238,Gm20_42999237
4239,Gm20_46120144
